title,author(s),average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
patriots (the coming collapse),james wesley rawles,3.63,9781563841552,eng,342,38,4,1/15/1999,Huntington House Publishers,"['fiction', 'literature', 'survival']"
the world  the text  and the critic,edward w. said/إدوارد سعيد,4.18,9780674961876,eng,336,198,6,6/10/2006,Harvard University Press,"['criticism', 'literary criticism', 'literature']"
culture and imperialism,edward w. said,4.15,9780679750543,eng,380,4053,123,5/31/1994,Vintage,"['european literature', 'literature', 'theory', 'philosophy']"
la economía long tail,chris anderson/federico villegas silva lezama,3.81,9788493464264,spa,318,24,3,7/1/2007,Ediciones Urano,"['internet', 'business', 'nonfiction', 'technology']"
prioritizing web usability,jakob nielsen/hoa loranger,3.94,9780321350312,en-US,406,599,16,4/20/2006,New Riders Publishing,"['communication', 'design', 'internet']"
homepage usability: 50 websites deconstructed,jakob nielsen/marie tahir,3.74,9780735711020,eng,336,341,12,11/15/2001,New Riders Publishing,"['design', 'internet']"
let my people go surfing: the education of a reluctant businessman,yvon chouinard,4.22,9780143037835,eng,272,7838,681,9/5/2006,Penguin Books,"['biography', 'business', 'nonfiction']"
and then there were none,agatha christie/hugh fraser,4.26,9781572704497,eng,0,214,49,10/15/2004,Audiogo,"['fiction', 'crime', 'historical', 'english literature']"
the wild trees: a story of passion and daring,richard   preston,4.09,9781400064892,eng,294,5588,942,8/23/2007,Random House (NY),"['ecology', 'fiction']"
the boat of dreams: a christmas story,richard   preston/george henry jennings,3.29,9780743245920,eng,111,115,22,10/28/2003,Touchstone Books,['fiction']
strange pilgrims,gabriel garcía márquez,4.03,9781400034697,eng,208,6952,422,11/14/2006,Vintage,"['fiction', 'short stories', 'death']"
doce cuentos peregrinos,gabriel garcía márquez,4.03,9781400034949,spa,192,3205,195,11/14/2006,Vintage,"['fiction', 'short stories', 'death']"
would i lie to you (gossip girl  #10),cecily von ziegesar,3.59,9780316011839,eng,192,7948,135,10/4/2006,Little  Brown Young Readers,['fiction']
gossip girl (gossip girl  #1),cecily von ziegesar,3.52,9780316910330,eng,224,54400,2271,4/1/2002,Little  Brown and Company,['fiction']
all i want is everything (gossip girl  #3),cecily von ziegesar,3.55,9780316912129,eng,240,16452,412,5/7/2003,Poppy,[]
you're the one that i want (gossip girl  #6),cecily von ziegesar,3.71,9780316735162,eng,224,17875,204,10/6/2004,Little  Brown Young Readers,['fiction']
the zero,jess walter,3.51,9780060898656,eng,336,1976,297,8/29/2006,Harper,['fiction']
zero: the biography of a dangerous idea,charles seife,3.96,9780285635944,eng,248,131,19,10/12/2000,Souvenir Press,['mathematics']
zero debt: the ultimate guide to financial freedom,lynnette khalfani,3.74,9781932450750,eng,204,49,10,8/1/2004,Advantage World Press,['personal finance']
the hunt for zero point: inside the classified world of antigravity technology,nick cook,4.12,9780767906289,en-US,320,323,37,12/18/2007,Broadway Books,"['history', 'research']"
year zero,jeff long,3.6,9781416534426,eng,416,2164,139,7/1/2006,Atria Books,"['fiction', 'christian fiction']"
count zero (sprawl  #2),william gibson,4.01,9780441013678,en-US,308,37360,799,3/7/2006,Ace Books,[]
triple zero  (star wars: republic commando  #2),karen traviss,4.24,9780345490094,eng,393,5130,163,2/28/2006,Del Rey Books,[]
bravo two zero,andy mcnab,4.09,9780552153577,eng,416,9151,269,11/1/2005,Corgi,"['history', 'nonfiction']"
this lullaby,sarah dessen,4.03,9780142501559,eng,345,163599,4453,3/8/2004,Speak,"['fiction', 'musicians']"
lullabies for little criminals,heather o'neill,3.98,9780060875077,eng,330,18419,1371,10/17/2006,Harper Perennial,['fiction']
hush! a thai lullaby,minfong ho/holly meade,4.03,9780531071663,eng,32,1315,197,3/1/2000,Scholastic Inc.,"['poetry', 'animals', 'cats']"
lullaby town (elvis cole  #3),robert crais,4.14,9780752817002,eng,296,8359,319,4/1/2008,Orion,['fiction']
the iliad (sparknotes literature guides),sparknotes/homer,3.65,9781586633714,eng,88,23,3,1/10/2002,SparkNotes,[]
the iliad,homer,3.86,9780471377580,eng,150,3834,134,10/28/1999,John Wiley & Sons,[]
the princess bride (long  tall texans  #15),diana palmer,3.89,9780373192823,eng,192,634,32,1/23/1998,Silhouette Romance,['fiction']
the sultan's bought bride  (princess brides  #1),jane porter,3.74,9780373124183,eng,192,224,20,8/25/2004,Harlequin Presents,"['fiction', 'romance', 'princesses', 'marriage']"
the sheik & the princess bride (desert rogues  #8),susan   mallery,3.95,9780373246472,eng,256,506,22,10/25/2004,Silhouette Special Edition,"['princesses', 'fiction', 'contemporary romance', 'romance']"
the prince kidnaps a bride (lost princesses  #3),christina dodd,3.79,9780060561185,eng,384,2103,84,11/28/2006,Avon,"['fiction', 'princesses', 'historical fiction', 'romance']"
stargirl (stargirl  #1),jerry spinelli,3.76,9780440416777,eng,186,1969,252,5/11/2004,Laurel Leaf,"['fiction', 'love']"
love  stargirl (stargirl  #2),jerry spinelli,3.82,9780375813757,en-US,274,713,110,8/14/2007,Knopf Books for Young Readers,"['fiction', 'love']"
stargirl litplans on cd,mary b. collins,4.86,9781583372920,eng,210,5,0,9/15/2005,Teacher's Pet Publications,[]
son of the mob (son of the mob  #1),gordon korman,3.72,9780786815937,eng,262,5977,620,9/1/2004,Little  Brown Books for Young Readers,"['fiction', 'realistic fiction']"
hollywood hustle (son of the mob  #2),gordon korman,3.64,9780786809196,eng,268,1615,145,4/1/2006,Hyperion Paperbacks,['fiction']
for the sins of my father: a mafia killer  his son  and the legacy of a mob life,albert demeo/mary jane ross,4.05,9780767906890,eng,288,966,108,9/9/2003,Broadway Books,[]
el ojo de fuego,lewis perdue,3.66,9788489746152,spa,496,18,1,2/1/2007,Puzzle-Via Magna,['fiction']
neptune noir: unauthorized investigations into veronica mars,rob thomas/leah wilson/heather havrilesky/amy berner/lynne edwards/john  ramos/alafair burke/chris mccubbin/lawrence watt-evans/lani diane rich/geoff klock/judy fitzwater/evelyn vaughn/joyce millman/amanda ann klein/kristen kidder/jesse hassenger/gwen ellery/misty hook/samantha bornemann,3.63,9781933771137,eng,224,925,112,4/10/2007,Smart Pop,"['fiction', 'mystery']"
the soloist,nicholas christopher,3.3,9781593761226,eng,320,56,9,11/27/2006,Counterpoint,[]
kenang-kenangan seorang geisha (memoirs of a geisha),arthur golden,4.11,9789833346684,msa,784,28,6,7/1/2006,Marshall Cavendish Editions,"['literature', 'prostitution', 'fiction', 'historical fiction', 'history', 'japan']"
survivor,chuck palahniuk,3.92,9780099282648,eng,289,49307,1637,8/3/2000,Vintage,"['autobiography', 'cults', 'fiction']"
diary,chuck palahniuk,3.61,9781400032815,eng,262,65139,2120,9/14/2004,Anchor,"['fiction', 'marriage']"
rant,chuck palahniuk,3.81,9780385517874,eng,320,55592,2516,5/1/2007,Doubleday Books,['fiction']
clown girl,monica drake/chuck palahniuk,3.39,9780976631156,eng,297,6015,327,1/4/2007,Hawthorne Books,['fiction']
choke,chuck palahniuk,3.7,9780099422686,en-GB,293,1557,115,8/1/2002,Vintage,"['literature', 'fiction']"
haunted,chuck palahniuk,3.59,9781400032822,eng,419,78280,3745,4/11/2006,Anchor,"['fiction', 'short stories', 'collections']"
fugitives and refugees: a walk in portland  oregon,chuck palahniuk,3.51,9781400047833,en-US,176,8460,415,7/8/2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,[]
haunted,chuck palahniuk/erik darling/arthur morey/scott brick/lorna raver/marc cashman/kimberly farr/renee randman,3.59,9780739302866,eng,14,57,23,5/10/2005,Random House Audio,"['fiction', 'short stories', 'collections']"
nonfiction,chuck palahniuk,3.57,9780224063029,eng,233,213,15,8/5/2004,Jonathan Cape,[]
survivant,chuck palahniuk/freddy michalski,3.92,9782070756278,fre,365,14,0,2/4/2001,Gallimard,"['autobiography', 'cults', 'fiction']"
fantasmas,chuck palahniuk/javier calvo,3.59,9789879397503,spa,442,116,13,8/28/2006,Mondadori,"['fiction', 'short stories', 'collections']"
error humano,chuck palahniuk/javier calvo,3.57,9788439711865,spa,253,11,1,5/31/2005,Mondadori,"['literary criticism', 'nonfiction', 'history']"
life after god,douglas coupland,3.79,9780743231510,eng,291,9882,338,7/1/2002,Simon & Schuster,[]
city of glass: douglas coupland's vancouver,douglas coupland,3.83,9781550548181,en-US,152,807,40,5/1/2003,Douglas & McIntyre,[]
terry: terry fox and his marathon of hope,douglas coupland,4.34,9781553651529,eng,176,256,22,8/4/2005,Douglas & McIntyre,['biography']
all families are psychotic,douglas coupland,3.67,9780007117536,eng,279,361,32,7/1/2002,Harper Perennial,['fiction']
shampoo planet,douglas coupland,3.5,9780743231534,eng,282,8283,202,3/1/2008,Scribner Book Company,['fiction']
all tomorrow's parties (bridge  #3),william gibson,3.91,9780425190449,eng,339,13020,316,2/4/2003,Berkley Books,"['fiction', 'science fiction']"
spook country (blue ant  #2),william gibson,3.69,9780399154300,eng,371,16342,1258,8/7/2007,Putnam Adult,"['literature', 'science fiction', 'fiction']"
burning chrome (sprawl  #0),william gibson/bruce sterling/jonathan davis/dennis holland/kevin pariseau/victor bevine/jay snyder/brian nishil/l.j. ganser/oliver wyman/eric michael summerer/marc vietor,4.06,9780060539825,eng,224,30566,585,7/29/2003,Harper Voyager,['fiction']
idoru (bridge #2),william gibson,3.8,9780425190456,eng,308,17632,388,1/7/2003,Berkley Trade,"['fiction', 'psychology', 'literature']"
virtual light (bridge  #1),william gibson,3.85,9780140157727,eng,304,18228,358,10/26/1996,Penguin Books Ltd,"['fiction', 'science fiction']"
stable strategies and others,eileen gunn/howard waldrop/william gibson,3.77,9781892391186,eng,208,104,19,9/1/2004,Tachyon Publications,"['science fiction', 'fiction', 'short stories']"
cyberpunk and cyberculture: science fiction and the work of william gibson,dani cavallaro,3.77,9780485006070,eng,258,62,4,9/13/2001,Bloomsbury Academic,['science fiction']
the neil gaiman audio collection,neil gaiman,4.24,9780060732981,eng,1,1666,208,8/31/2004,HarperFestival,[]
the day i swapped my dad for two goldfish,neil gaiman/dave mckean,4.03,9780060587031,en-US,64,284,31,9/26/2006,HarperCollins,['fiction']
death: the time of your life (death of the endless  #2),neil gaiman/chris bachalo/mark buckingham/mark pennington/claire danes,4.22,9781563893339,eng,95,12377,198,12/1/1997,Vertigo,"['graphic novels', 'fiction']"
creatures of the night,neil gaiman/michael zulli,3.83,9781569719367,eng,46,1706,171,12/27/2004,Dark Horse Books,[]
new x-men  volume 4: riot at xavier's,grant morrison/frank quitely,4.06,9780785110675,eng,120,2113,54,11/15/2006,Marvel,"['adoption', 'superheroes']"
the invisibles  volume 1: say you want a revolution,grant morrison/steve yeowell/jill thompson/dennis cramer/peter milligan,3.95,9781563892677,eng,224,8822,372,6/1/1996,DC Comics,"['graphic novels', 'magic', 'time travel']"
the mystery play,grant morrison/jon j. muth,3.44,9781563891892,en-US,80,688,40,8/1/1995,Vertigo,['graphic novels']
kid eternity,grant morrison/duncan fegredo,3.41,9781401209339,eng,144,693,44,2/1/2006,Vertigo,[]
new x-men  volume 1: e is for extinction,grant morrison/frank quitely,4.06,9780785108115,eng,144,7602,135,9/27/2006,Marvel,[]
seven soldiers of victory  volume 1,grant morrison/ryan sook/mick gray/frazer irving/j.h. williams iii/simone bianchi/cameron stewart,3.79,9781401209254,eng,224,2046,98,1/4/2006,DC Comics,['fiction']
doom patrol  vol. 1: crawling from the wreckage (doom patrol  #1),grant morrison/richard case/doug braithwaite/scott hanna/carlos garzon/john nyberg,4.08,9781563890345,eng,192,5447,235,4/17/2000,Vertigo,[]
the filth,grant morrison/chris weston/gary erskine,3.75,9781401200138,en-US,320,3907,266,6/1/2004,Vertigo,"['graphic novels', 'humor']"
doom patrol  vol. 5: magic bus,grant morrison/richard case/ken steacy/stan woch/philip bond/mark mckenna/scott hanna,4.27,9781401212025,eng,203,1363,52,4/1/2007,Vertigo,"['presidents', 'graphic novels']"
jla  vol. 1: new world order,grant morrison/howard porter/john dell,3.98,9781563893698,en-US,93,3714,96,4/1/1997,DC Comics,[]
batman: gothic,grant morrison/klaus janson,3.79,9781563890284,eng,128,4294,123,7/1/1998,DC Comics,"['graphic novels', 'fiction']"
jla: earth 2,grant morrison/frank quitely,3.97,9781563896316,eng,96,5165,143,10/1/2000,DC Comics,[]
new x-men: omnibus,grant morrison/marc silvestri/chris bachalo/john paul leon/frank quitely/leinil francis yu/igor kordey/ethan van sciver/keron grant/tom derenick/phil jimenez,4.23,9780785123262,eng,1096,2952,112,12/6/2006,Marvel,[]
superfolks,robert  mayer/grant morrison,3.48,9780312339920,eng,240,429,57,3/9/2005,St. Martin's Griffin,['fiction']
kill your boyfriend,grant morrison/philip bond/d'israeli/daniel vozzo,3.57,9781563894534,en-US,55,1269,66,12/31/1998,DC Comics Vertigo,[]
batman: arkham asylum - a serious house on serious earth,grant morrison/dave mckean,4.1,9781401204259,eng,216,51984,1469,1/11/2005,DC Comics,"['graphic novels', 'fiction', 'science fiction']"
jla: tierra 2,grant morrison/frank quitely/rafael de la iglesia,3.97,9789872249755,spa,96,7,2,11/25/2005,Sticker Design (DC Comics),[]
doom patrol  vol. 4: musclebound,grant morrison/richard case/mike dringenberg/mark mckenna/jamie hewlett/steve yeowell/rian hughes,4.15,9781401209995,eng,256,2322,77,8/30/2006,Vertigo,[]
new x-men  volume 7: here comes tomorrow,grant morrison/marc silvestri,3.75,9780785113454,eng,112,1797,55,11/15/2006,Marvel,[]
the invisibles  vol. 7: the invisible kingdom,grant morrison/philip bond/warren pleece/sean phillips/jay stephens/frank quitely/steve yeowell,4.2,9781401200190,en-US,288,3346,83,12/1/2002,DC Comics Vertigo,"['fiction', 'magic', 'time travel']"
the invisibles  vol. 3: entropy in the u.k.,grant morrison/phil jimenez/john stokes/tommy lee edwards/paul johnson/steve yeowell/dick giordano/mark buckingham/mark pennington,4.21,9781563897283,en-US,232,4084,86,8/1/2001,Vertigo,"['graphic novels', 'magic', 'time travel']"
invisible,pete hautman,3.84,9780689869037,eng,160,2311,347,11/28/2006,Simon Pulse,"['fiction', 'mental illness']"
the invisibles  vol. 4: bloody hell in america,grant morrison/phil jimenez/john stokes,4.17,9781563894442,en-US,104,3882,74,2/1/1998,Vertigo,"['graphic novels', 'magic', 'time travel']"
the invisibles  vol. 6: kissing mister quimper,grant morrison/chris weston/ivan reis,4.24,9781563896002,en-US,224,3852,63,2/1/2000,DC Comics Vertigo,"['magic', 'time travel']"
invisible residents: the reality of underwater ufos,ivan t. sanderson/david hatcher childress,3.73,9781931882200,en-US,100,62,7,9/15/2005,Adventures Unlimited Press,[]
the invisibles  vol. 5: counting to none,grant morrison/phil jimenez/john stokes,4.19,9781563894893,en-US,240,4270,67,3/1/1999,Vertigo,"['graphic novels', 'magic', 'time travel']"
the invisible heart: an economic romance,russell roberts/russ roberts,3.74,9780262681353,eng,282,609,90,2/22/2002,MIT Press,"['economics', 'fiction']"
transmetropolitan  vol. 2: lust for life,warren ellis/darick robertson,4.34,9781563894817,eng,208,15496,281,2/1/1999,Vertigo,[]
transmetropolitan  vol. 3: year of the bastard,warren ellis/darick robertson/rodney ramos,4.41,9781563895685,eng,144,13360,193,9/1/1999,Vertigo,[]
transmetropolitan  vol. 5: lonely city,warren ellis/darick robertson/rodney ramos/patrick stewart,4.41,9781563897221,eng,144,11372,146,7/1/2001,Vertigo,[]
transmetropolitan  vol. 4: the new scum,warren ellis/darick robertson/rodney ramos/keith akin,4.39,9781563896279,eng,133,13331,146,9/1/2000,Vertigo,"['presidents', 'graphic novels', 'fiction']"
transmetropolitan  vol. 8: dirge,warren ellis/darick robertson/rodney ramos,4.47,9781563899539,eng,140,9963,90,4/1/2003,Vertigo,[]
transmetropolitan  vol. 10: one more time,warren ellis/darick robertson/rodney ramos,4.51,9781401202170,eng,144,10308,184,6/1/2004,Vertigo,[]
transmetropolitan  vol. 9: the cure,warren ellis/darick robertson/rodney ramos,4.44,9781563899881,eng,144,10331,90,12/1/2003,Vertigo,[]
transmetropolitan  vol. 7: spider's thrash,warren ellis/darick robertson/rodney ramos/darren aronofsky,4.32,9781563898945,eng,144,12633,88,11/1/2002,Vertigo,[]
created in darkness by troubled americans: the best of mcsweeney's humor category,dave eggers/kevin shay/lee epstein/suzanne kleid/mcsweeney's publishing,3.75,9781400076857,eng,249,1791,146,6/14/2005,Vintage,['nonfiction']
the fabric of the cosmos: space  time and the texture of reality,brian greene,4.11,9780141011110,en-US,592,340,22,2/24/2005,Penguin,"['nonfiction', 'science', 'astronomy']"
the meaning of relativity (science library),albert einstein/brian greene,4.32,9780691120270,en-US,200,26,2,11/21/2004,Princeton University Press,"['science', 'physics']"
underground! the disinformation guide to ancient civilizations  astonishing archaeology and hidden history,preston peet,3.84,9781932857191,eng,343,157,5,10/1/2005,Disinformation Company,"['world history', 'mythology', 'archaeology']"
under the influence: the disinformation guide to drugs,preston peet,3.64,9781932857009,eng,312,58,3,1/1/2004,The Disinformation Company (NYC),['sociology']
